,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV,Churn,RevenueAtRisk
161,12548.0,166,1,95.19999999999999,1,1,1,111,Lost Customers,95.19999999999999,1,95.19999999999999
162,12550.0,79,1,964.83,2,1,3,213,Lost Customers,964.83,0,0.0
163,12551.0,358,1,168.0,1,1,1,111,Lost Customers,168.0,1,168.0
164,12552.0,39,2,437.82,3,2,2,322,Potential Loyalists,875.64,0,0.0
165,12553.0,8,10,3692.28,4,4,4,444,Champions,36922.8,0,0.0
166,12556.0,50,2,599.56,3,2,2,322,Potential Loyalists,1199.12,0,0.0
167,12557.0,16,5,11990.960000000001,4,3,4,434,Loyal Customers,59954.8,0,0.0
168,12558.0,8,1,269.96,4,1,1,411,Potential Loyalists,269.96,0,0.0
169,12559.0,311,2,561.71,1,2,2,122,Lost Customers,1123.42,1,1123.42
170,12560.0,5,3,2134.01,4,3,4,434,Loyal Customers,6402.030000000001,0,0.0
171,12561.0,303,1,238.85,1,1,1,111,Lost Customers,238.85,1,238.85
172,12562.0,8,7,3781.7400000000002,4,4,4,444,Champions,26472.18,0,0.0
173,12564.0,261,1,456.90000000000003,1,1,2,112,Lost Customers,456.90000000000003,1,456.90000000000003
174,12565.0,289,1,145.92000000000002,1,1,1,111,Lost Customers,145.92000000000002,1,145.92000000000002
175,12566.0,86,1,351.65,2,1,2,212,Lost Customers,351.65,0,0.0
176,12567.0,23,10,9401.28,3,4,4,344,Loyal Customers,94012.8,0,0.0
177,12569.0,2,32,4124.6900000000005,4,4,4,444,Champions,131990.08000000002,0,0.0
178,12571.0,40,2,519.61,3,2,2,322,Potential Loyalists,1039.22,0,0.0
179,12572.0,9,2,1020.4200000000001,4,2,3,423,Potential Loyalists,2040.8400000000001,0,0.0
180,12573.0,227,1,160.54000000000002,1,1,1,111,Lost Customers,160.54000000000002,1,160.54000000000002
181,12574.0,316,1,218.45000000000002,1,1,1,111,Lost Customers,218.45000000000002,1,218.45000000000002
182,12576.0,36,5,1315.83,3,3,3,333,Loyal Customers,6579.15,0,0.0
183,12577.0,35,3,626.6,3,3,2,332,Loyal Customers,1879.8000000000002,0,0.0
184,12578.0,21,2,2794.51,3,2,4,324,Potential Loyalists,5589.02,0,0.0
185,12579.0,78,1,440.42,2,1,2,212,Lost Customers,440.42,0,0.0
186,12580.0,247,1,415.7,1,1,2,112,Lost Customers,415.7,1,415.7
187,12581.0,40,1,197.71,3,1,1,311,Potential Loyalists,197.71,0,0.0
188,12582.0,239,2,511.36,1,2,2,122,Lost Customers,1022.72,1,1022.72
189,12583.0,3,15,7281.38,4,4,4,444,Champions,109220.7,0,0.0
190,12584.0,4,9,2338.15,4,4,4,444,Champions,21043.350000000002,0,0.0
191,12585.0,234,2,2040.1,1,2,4,124,Lost Customers,4080.2,1,4080.2
192,12586.0,17,1,196.94000000000003,4,1,1,411,Potential Loyalists,196.94000000000003,0,0.0
193,12587.0,8,1,144.0,4,1,1,411,Potential Loyalists,144.0,0,0.0
194,12588.0,39,1,214.89999999999998,3,1,1,311,Potential Loyalists,214.89999999999998,0,0.0
195,12589.0,29,2,646.68,3,2,2,322,Potential Loyalists,1293.36,0,0.0
196,12590.0,211,2,9864.26,1,2,4,124,Lost Customers,19728.52,1,19728.52
197,12591.0,317,1,452.84999999999997,1,1,2,112,Lost Customers,452.84999999999997,1,452.84999999999997
198,12592.0,92,2,437.6,2,2,2,222,Lost Customers,875.2,1,875.2
199,12593.0,109,3,418.1,2,3,2,232,At Risk,1254.3000000000002,1,1254.3000000000002
200,12594.0,38,10,3338.2200000000003,3,4,4,344,Loyal Customers,33382.200000000004,0,0.0
201,12596.0,51,2,618.27,3,2,2,322,Potential Loyalists,1236.54,0,0.0
202,12597.0,19,4,3811.22,3,3,4,334,Loyal Customers,15244.88,0,0.0
203,12598.0,10,8,3023.08,4,4,4,444,Champions,24184.64,0,0.0
204,12599.0,29,7,1032.58,3,4,3,343,Loyal Customers,7228.0599999999995,0,0.0
205,12600.0,29,10,2599.04,3,4,4,344,Loyal Customers,25990.4,0,0.0
206,12601.0,190,5,577.0600000000001,1,3,2,132,At Risk,2885.3,1,2885.3
207,12602.0,59,1,153.12,2,1,1,211,Lost Customers,153.12,0,0.0
208,12603.0,22,1,739.1999999999999,3,1,3,313,Potential Loyalists,739.1999999999999,0,0.0
209,12604.0,79,2,254.18,2,2,1,221,Lost Customers,508.36,0,0.0
210,12607.0,60,1,1579.51,2,1,3,213,Lost Customers,1579.51,0,0.0
211,12609.0,78,3,1126.85,2,3,3,233,At Risk,3380.5499999999997,0,0.0
212,12610.0,23,5,2099.54,3,3,4,334,Loyal Customers,10497.7,0,0.0
213,12611.0,52,1,1193.32,2,1,3,213,Lost Customers,1193.32,0,0.0
214,12612.0,74,1,704.04,2,1,3,213,Lost Customers,704.04,0,0.0
215,12613.0,57,5,3344.38,2,3,4,234,At Risk,16721.9,0,0.0
216,12614.0,278,1,315.6,1,1,2,112,Lost Customers,315.6,1,315.6
217,12615.0,2,4,2291.19,4,3,4,434,Loyal Customers,9164.76,0,0.0
218,12616.0,95,2,713.3,2,2,3,223,Lost Customers,1426.6,1,1426.6
219,12617.0,29,1,352.98,3,1,2,312,Potential Loyalists,352.98,0,0.0
220,12618.0,22,1,177.31,3,1,1,311,Potential Loyalists,177.31,0,0.0
221,12619.0,16,9,3641.24,4,4,4,444,Champions,32771.159999999996,0,0.0
222,12620.0,15,3,1339.41,4,3,3,433,Loyal Customers,4018.2300000000005,0,0.0
223,12621.0,2,20,13689.67,4,4,4,444,Champions,273793.4,0,0.0
224,12622.0,232,1,180.1,1,1,1,111,Lost Customers,180.1,1,180.1
225,12623.0,276,1,305.1,1,1,1,111,Lost Customers,305.1,1,305.1
226,12624.0,106,2,641.13,2,2,2,222,Lost Customers,1282.26,1,1282.26
227,12625.0,212,2,2683.82,1,2,4,124,Lost Customers,5367.64,1,5367.64
228,12626.0,23,9,6620.4800000000005,3,4,4,344,Loyal Customers,59584.32000000001,0,0.0
229,12627.0,11,7,4478.53,4,4,4,444,Champions,31349.71,0,0.0
230,12628.0,4,3,786.46,4,3,3,433,Loyal Customers,2359.38,0,0.0
231,12630.0,10,2,1270.88,4,2,3,423,Potential Loyalists,2541.76,0,0.0
232,12631.0,57,1,640.5,2,1,2,212,Lost Customers,640.5,0,0.0
233,12633.0,59,4,2163.98,2,3,4,234,At Risk,8655.92,0,0.0
234,12635.0,90,2,1689.18,2,2,4,224,Lost Customers,3378.36,0,0.0
235,12637.0,67,8,6002.9,2,4,4,244,At Risk,48023.2,0,0.0
236,12638.0,33,1,671.69,3,1,3,313,Potential Loyalists,671.69,0,0.0
237,12639.0,239,1,486.1,1,1,2,112,Lost Customers,486.1,1,486.1
238,12640.0,24,3,1174.58,3,3,3,333,Loyal Customers,3523.74,0,0.0
239,12641.0,115,1,185.9,2,1,1,211,Lost Customers,185.9,1,185.9
240,12642.0,25,3,1013.26,3,3,3,333,Loyal Customers,3039.7799999999997,0,0.0
241,12643.0,128,6,3344.64,2,4,4,244,At Risk,20067.84,1,20067.84
242,12644.0,130,1,477.90999999999997,2,1,2,212,Lost Customers,477.90999999999997,1,477.90999999999997
243,12645.0,34,4,1775.18,3,3,4,334,Loyal Customers,7100.72,0,0.0
244,12646.0,5,2,1346.97,4,2,3,423,Potential Loyalists,2693.94,0,0.0
245,12647.0,22,12,3722.82,3,4,4,344,Loyal Customers,44673.840000000004,0,0.0
246,12648.0,155,1,318.05,1,1,2,112,Lost Customers,318.05,1,318.05
247,12649.0,107,3,623.51,2,3,2,232,At Risk,1870.53,1,1870.53
248,12650.0,3,1,314.44,4,1,2,412,Potential Loyalists,314.44,0,0.0
249,12651.0,335,1,114.0,1,1,1,111,Lost Customers,114.0,1,114.0
250,12652.0,331,1,919.98,1,1,3,113,Lost Customers,919.98,1,919.98
251,12653.0,149,2,2209.85,1,2,4,124,Lost Customers,4419.7,1,4419.7
252,12654.0,11,5,601.98,4,3,2,432,Loyal Customers,3009.9,0,0.0
253,12656.0,17,5,4051.17,4,3,4,434,Loyal Customers,20255.85,0,0.0
254,12657.0,11,4,1643.18,4,3,3,433,Loyal Customers,6572.72,0,0.0
255,12658.0,19,1,686.05,3,1,3,313,Potential Loyalists,686.05,0,0.0
256,12659.0,30,1,91.68,3,1,1,311,Potential Loyalists,91.68,0,0.0
257,12660.0,11,1,245.10000000000002,4,1,1,411,Potential Loyalists,245.10000000000002,0,0.0
258,12662.0,1,11,3849.78,4,4,4,444,Champions,42347.58,0,0.0
259,12664.0,8,9,4881.88,4,4,4,444,Champions,43936.92,0,0.0
260,12665.0,325,1,63.0,1,1,1,111,Lost Customers,63.0,1,63.0
261,12667.0,58,1,620.13,2,1,2,212,Lost Customers,620.13,0,0.0
262,12668.0,12,4,3807.15,4,3,4,434,Loyal Customers,15228.6,0,0.0
263,12669.0,151,3,2744.0299999999997,1,3,4,134,At Risk,8232.09,1,8232.09
264,12670.0,10,5,2996.05,4,3,4,434,Loyal Customers,14980.25,0,0.0
265,12672.0,330,1,225.9,1,1,1,111,Lost Customers,225.9,1,225.9
266,12673.0,5,2,610.52,4,2,2,422,Potential Loyalists,1221.04,0,0.0
267,12674.0,39,4,1970.6,3,3,4,334,Loyal Customers,7882.4,0,0.0
268,12676.0,25,6,1331.39,3,4,3,343,Loyal Customers,7988.34,0,0.0
269,12678.0,42,12,17628.46,3,4,4,344,Loyal Customers,211541.52,0,0.0
270,12679.0,59,4,1113.02,2,3,3,233,At Risk,4452.08,0,0.0
271,12680.0,1,4,862.81,4,3,3,433,Loyal Customers,3451.24,0,0.0
272,12681.0,15,22,13787.54,4,4,4,444,Champions,303325.88,0,0.0
273,12682.0,4,31,12279.82,4,4,4,444,Champions,380674.42,0,0.0
274,12683.0,4,15,8476.57,4,4,4,444,Champions,127148.54999999999,0,0.0
275,12684.0,8,7,2283.63,4,4,4,444,Champions,15985.41,0,0.0
276,12685.0,28,6,2863.08,3,4,4,344,Loyal Customers,17178.48,0,0.0
277,12686.0,372,1,89.14,1,1,1,111,Lost Customers,89.14,1,89.14
278,12688.0,114,1,4873.81,2,1,4,214,Lost Customers,4873.81,1,4873.81
279,12689.0,26,2,1247.6100000000001,3,2,3,323,Potential Loyalists,2495.2200000000003,0,0.0
280,12690.0,206,1,389.01,1,1,2,112,Lost Customers,389.01,1,389.01
281,12691.0,28,6,1035.8,3,4,3,343,Loyal Customers,6214.799999999999,0,0.0
282,12693.0,127,4,855.91,2,3,3,233,At Risk,3423.64,1,3423.64
283,12694.0,70,2,869.67,2,2,3,223,Lost Customers,1739.34,0,0.0
284,12695.0,7,4,582.1,4,3,2,432,Loyal Customers,2328.4,0,0.0
285,12697.0,29,3,957.59,3,3,3,333,Loyal Customers,2872.77,0,0.0
286,12700.0,8,4,4939.99,4,3,4,434,Loyal Customers,19759.96,0,0.0
287,12701.0,80,2,797.71,2,2,3,223,Lost Customers,1595.42,0,0.0
288,12702.0,20,1,219.0,3,1,1,311,Potential Loyalists,219.0,0,0.0
289,12703.0,71,1,283.55,2,1,1,211,Lost Customers,283.55,0,0.0
290,12704.0,7,8,2340.84,4,4,4,444,Champions,18726.72,0,0.0
291,12705.0,15,9,6868.29,4,4,4,444,Champions,61814.61,0,0.0
292,12707.0,292,1,603.42,1,1,2,112,Lost Customers,603.42,1,603.42
293,12708.0,30,10,2712.91,3,4,4,344,Loyal Customers,27129.1,0,0.0
294,12709.0,15,15,9706.52,4,4,4,444,Champions,145597.80000000002,0,0.0
295,12710.0,97,3,1149.02,2,3,3,233,At Risk,3447.06,1,3447.06
296,12712.0,29,13,4396.13,3,4,4,344,Loyal Customers,57149.69,0,0.0
297,12713.0,1,1,848.55,4,1,3,413,Potential Loyalists,848.55,0,0.0
298,12714.0,9,5,4708.86,4,3,4,434,Loyal Customers,23544.3,0,0.0
299,12715.0,106,1,343.36,2,1,2,212,Lost Customers,343.36,1,343.36
300,12716.0,4,2,1053.49,4,2,3,423,Potential Loyalists,2106.98,0,0.0
301,12717.0,151,2,1030.98,1,2,3,123,Lost Customers,2061.96,1,2061.96
302,12718.0,71,1,238.25,2,1,1,211,Lost Customers,238.25,0,0.0
303,12719.0,5,2,644.95,4,2,2,422,Potential Loyalists,1289.9,0,0.0
304,12720.0,3,25,5781.7300000000005,4,4,4,444,Champions,144543.25,0,0.0
305,12721.0,32,6,2656.13,3,4,4,344,Loyal Customers,15936.78,0,0.0
306,12722.0,85,4,997.63,2,3,3,233,At Risk,3990.52,0,0.0
307,12723.0,4,5,725.07,4,3,3,433,Loyal Customers,3625.3500000000004,0,0.0
308,12724.0,5,4,1031.41,4,3,3,433,Loyal Customers,4125.64,0,0.0
309,12725.0,371,1,427.8,1,1,2,112,Lost Customers,427.8,1,427.8
310,12726.0,28,7,2609.1,3,4,4,344,Loyal Customers,18263.7,0,0.0
311,12727.0,11,7,3980.7000000000003,4,4,4,444,Champions,27864.9,0,0.0
312,12728.0,71,4,836.33,2,3,3,233,At Risk,3345.32,0,0.0
313,12729.0,114,1,453.01,2,1,2,212,Lost Customers,453.01,1,453.01
314,12731.0,24,12,18895.91,3,4,4,344,Loyal Customers,226750.91999999998,0,0.0
315,12732.0,180,1,236.26000000000002,1,1,1,111,Lost Customers,236.26000000000002,1,236.26000000000002
316,12733.0,234,1,383.95,1,1,2,112,Lost Customers,383.95,1,383.95
317,12734.0,353,1,110.39999999999999,1,1,1,111,Lost Customers,110.39999999999999,1,110.39999999999999
318,12735.0,315,2,779.5699999999999,1,2,3,123,Lost Customers,1559.1399999999999,1,1559.1399999999999
319,12736.0,333,1,234.0,1,1,1,111,Lost Customers,234.0,1,234.0
320,12738.0,372,1,155.35,1,1,1,111,Lost Customers,155.35,1,155.35
321,12739.0,78,2,1013.04,2,2,3,223,Lost Customers,2026.08,0,0.0
